0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026873796287759325,0.0,0.2552154920281942,0.2885482627760066,0.1376469541281918,0.062439572305721544,0.0069539006134201106,0.555180811015127,0.9373828775884466
0.12240060288207678,0.04221853799687675,0.16525607429689712,0.40279547573308416,0.03565436078492622,0.2468852007652711,0.1695658252570972,0.4422832457113067,1.2391034559357337
0.061950242789283495,0.36486008498866196,0.17407717323403885,0.8239680439469645,0.09953011853358762,0.15325229866059628,0.20885580657977873,0.24763422523677595,1.179859364402711
0.05642478106091452,0.3251721390494424,0.10979008927418805,1.0980568464132097,0.11069108948300353,0.14788411620121877,0.17122504140176192,0.04266413205947988,1.1459691958088394
